id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q42298576,monarch of Tonga,Q678,Q678,,Q836240,1845-12-04,,,,
Q915636,Prime Minister of Tonga,Q678,Q678,,,1876,,,,Prime Minister of Tonga
Q108887636,Deputy Prime Minister of Tonga,,Q678,,,,,,,
Q108888398,"Minister for Agriculture, Food, and Forests",Q678,Q678,,,,,,,
Q109918661,Minister of Defence and His Majesty's Armed Forces,Q678,Q678,,,,,,,
Q108888371,Minister for Education and Training,Q678,Q678,,,,,,,
Q108887682,Minister for the Environment and Climate Change,Q678,Q678,,,,,,,
Q104855433,Minister of Finance,,Q678,,,,,,,Minister of Finance (Tonga)
Q108888397,Minister for Fisheries,Q678,Q678,,,,,,,
Q19901426,Minister of Foreign Affairs,Q678,Q678,,,,,,,Minister of Foreign Affairs (Tonga)
Q108888377,Minister of Health,Q678,Q678,,,,,,,
Q108887638,Minister of Infrastructure of Tonga,Q678,Q678,,,,,,,
Q108888383,Minister for Internal Affairs,Q678,Q678,,,,,,,
Q108887653,Minister of Justice of Tonga,Q678,Q678,,,,,,,
Q108888441,"Minister for Labour, Commerce and Industries",Q678,Q678,,,,,,,
Q108887679,Minister for Lands and Natural Resources,Q678,Q678,,,,,,,
Q108888413,Minister of Police,Q678,Q678,,,,,,,
Q108888368,Minister for Public Enterprises,Q678,Q678,,,,,,,
Q108888407,Minister for Revenue,Q678,Q678,,,,,,,
Q108887702,Minister for Revenue and Customs,Q678,Q678,,,,,,,
Q108888428,Minister of Tourism,Q678,Q678,,,,,,,
Q108888380,Minister for Trade and Economic Development,Q678,Q678,,,,,,,
Q4818619,Attorney General of Tonga,Q678,Q678,,,,,,,Attorney General of Tonga
Q108888391,Speaker of the Legislative Assembly of Tonga,,Q678,,,,,,,
Q109918774,Governor of the National Reserve Bank of Tonga,Q678,,,,,,,,
Q109918793,Chief of Defence Staff of Tonga,,Q678,,,,,,,
